sample_id_canonical	assembly_accession	country	year	source_database	assembly_level	n_contigs	total_sequence_length	gc_percent	contig_n50
SAMEA751167	GCA_001331755.1	Australia		SOURCE_DATABASE_GENBANK	Scaffold	1017	3696754	67.5	6316
SAMEA751170	GCA_001331775.1	USA	2003.0	SOURCE_DATABASE_GENBANK	Scaffold	314	3813992	68.0	19742
SAMEA751171	GCA_001331795.1	USA	1997.0	SOURCE_DATABASE_GENBANK	Scaffold	987	3753787	68.0	6738
SAMEA751172	GCA_001331815.1	USA	1935.0	SOURCE_DATABASE_GENBANK	Scaffold	904	3787045	68.0	7546
SAMEA751173	GCA_001331835.1	Finland	2003.0	SOURCE_DATABASE_GENBANK	Scaffold	799	3755205	67.5	8325
SAMEA751175	GCA_001331855.1	China	1957.0	SOURCE_DATABASE_GENBANK	Scaffold	1229	3719672	67.5	5613
SAMEA751181	GCA_001331875.1	USA	1977.0	SOURCE_DATABASE_GENBANK	Scaffold	413	3806088	68.0	15122
SAMEA751182	GCA_001331895.1	USA	1997.0	SOURCE_DATABASE_GENBANK	Scaffold	437	3807158	68.0	14490
SAMEA751184	GCA_001331915.1	Argentina	2001.0	SOURCE_DATABASE_GENBANK	Scaffold	1035	3739609	68.0	6393
SAMEA751185	GCA_001331955.1	Canada	2002.0	SOURCE_DATABASE_GENBANK	Scaffold	754	3780893	68.0	8733
SAMEA751189	GCA_001331975.1	Denmark	2007.0	SOURCE_DATABASE_GENBANK	Scaffold	749	3779380	68.0	8990
SAMEA751196	GCA_001331995.1	Canada	2001.0	SOURCE_DATABASE_GENBANK	Scaffold	590	3793949	68.0	11236
SAMEA751203	GCA_001332015.1	Canada	2001.0	SOURCE_DATABASE_GENBANK	Scaffold	608	3797244	68.0	11021
SAMEA751209	GCA_001332035.1	Canada	1995.0	SOURCE_DATABASE_GENBANK	Scaffold	589	3793837	68.0	11374
SAMEA751214	GCA_001332055.1	Canada	2000.0	SOURCE_DATABASE_GENBANK	Scaffold	547	3786814	68.0	11879
SAMEA751218	GCA_001332075.1	Canada	1995.0	SOURCE_DATABASE_GENBANK	Scaffold	3377	3334145	66.5	1544
SAMEA751222	GCA_001332095.1	Canada	1995.0	SOURCE_DATABASE_GENBANK	Scaffold	523	3806049	68.0	12330
SAMEA751244	GCA_001332115.1	USA	1998.0	SOURCE_DATABASE_GENBANK	Scaffold	799	3768916	68.0	8343
SAMEA751246	GCA_001332135.1	USA	1999.0	SOURCE_DATABASE_GENBANK	Scaffold	690	3783057	68.0	9627
SAMEA751248	GCA_001332155.1	USA	1999.0	SOURCE_DATABASE_GENBANK	Scaffold	1133	3691602	67.5	6077
SAMEA751257	GCA_001332175.1	USA	2000.0	SOURCE_DATABASE_GENBANK	Scaffold	339	3832258	68.0	17736
SAMEA751286	GCA_001332195.1	Sweden	2004.0	SOURCE_DATABASE_GENBANK	Scaffold	1150	3692108	67.5	5885
SAMEA751288	GCA_001332215.1	Sweden	2000.0	SOURCE_DATABASE_GENBANK	Scaffold	929	3753960	67.5	7183
SAMEA751290	GCA_001332235.1	Canada	2001.0	SOURCE_DATABASE_GENBANK	Scaffold	3173	3214490	66.5	1620
SAMEA751294	GCA_001332255.1	Sweden	1999.0	SOURCE_DATABASE_GENBANK	Scaffold	354	3813413	68.0	17389
SAMEA751309	GCA_001332275.1	Sweden	2004.0	SOURCE_DATABASE_GENBANK	Scaffold	668	3776137	68.0	9913
SAMEA751314	GCA_001332295.1	Sweden	1970.0	SOURCE_DATABASE_GENBANK	Scaffold	316	3834055	68.0	18628
SAMEA751316	GCA_001332315.1	United Kingdom	2008.0	SOURCE_DATABASE_GENBANK	Scaffold	1022	3696973	67.5	6630
SAMEA751318	GCA_001332335.1	Sweden	1970.0	SOURCE_DATABASE_GENBANK	Scaffold	595	3780318	68.0	11537
SAMEA751323	GCA_001332355.1	United Kingdom	2007.0	SOURCE_DATABASE_GENBANK	Scaffold	1751	3461988	67.0	3328
SAMEA751325	GCA_001332375.1	United Kingdom	2006.0	SOURCE_DATABASE_GENBANK	Scaffold	1198	3649589	67.5	5677
SAMEA751327	GCA_001332395.1	United Kingdom	2008.0	SOURCE_DATABASE_GENBANK	Scaffold	1586	3527732	67.5	3849
SAMEA751329	GCA_001332415.1	United Kingdom	2007.0	SOURCE_DATABASE_GENBANK	Scaffold	1341	3614328	67.5	4690
SAMEA751332	GCA_001332435.1	Sweden	1971.0	SOURCE_DATABASE_GENBANK	Scaffold	1228	3662153	67.5	5677
SAMEA751334	GCA_001332455.1	Sweden	1970.0	SOURCE_DATABASE_GENBANK	Scaffold	545	3809536	68.0	11799
SAMEA751343	GCA_001332475.1	Sweden	2002.0	SOURCE_DATABASE_GENBANK	Scaffold	900	3759871	67.5	7446
SAMEA751354	GCA_001332495.1	Sweden	1956.0	SOURCE_DATABASE_GENBANK	Scaffold	816	3710455	67.5	7806
SAMEA751357	GCA_001332515.1	Sweden	1999.0	SOURCE_DATABASE_GENBANK	Scaffold	814	3755318	68.0	7925
SAMEA751360	GCA_001332535.1	Netherlands	1977.0	SOURCE_DATABASE_GENBANK	Scaffold	340	3846818	68.0	18117
SAMEA751362	GCA_001332555.1	Netherlands	1990.0	SOURCE_DATABASE_GENBANK	Scaffold	1099	3726939	67.5	6352
SAMEA751368	GCA_001332575.1	USA	1993.0	SOURCE_DATABASE_GENBANK	Scaffold	1143	3703254	67.5	6128
SAMEA751372	GCA_001332595.1	France	2000.0	SOURCE_DATABASE_GENBANK	Scaffold	345	3813540	68.0	17456
SAMEA751374	GCA_001332615.1	France	1999.0	SOURCE_DATABASE_GENBANK	Scaffold	816	3761372	68.0	7901
SAMEA751380	GCA_001332635.1	Sweden	1986.0	SOURCE_DATABASE_GENBANK	Scaffold	1417	3605661	67.5	4424
SAMEA751382	GCA_001332655.1	USA	2000.0	SOURCE_DATABASE_GENBANK	Scaffold	641	3776652	68.0	10695
SAMEA751401	GCA_001332675.1	United Kingdom	2005.0	SOURCE_DATABASE_GENBANK	Scaffold	340	3810872	68.0	17450
SAMEA751407	GCA_001332695.1	USA	2002.0	SOURCE_DATABASE_GENBANK	Scaffold	1119	3689328	67.5	6088
SAMEA751409	GCA_001332715.1	France	2002.0	SOURCE_DATABASE_GENBANK	Scaffold	598	3781565	68.0	11091
SAMEA751415	GCA_001332735.1	France	2005.0	SOURCE_DATABASE_GENBANK	Scaffold	734	3764283	68.0	9009
SAMEA751423	GCA_001332755.1	United Kingdom	2004.0	SOURCE_DATABASE_GENBANK	Scaffold	1155	3662278	67.5	6014
SAMEA751424	GCA_001332775.1	United Kingdom	1949.0	SOURCE_DATABASE_GENBANK	Scaffold	1661	3494133	67.5	3593
SAMEA751425	GCA_001332795.1	United Kingdom	1947.0	SOURCE_DATABASE_GENBANK	Scaffold	1164	3693926	67.5	5836
SAMEA751428	GCA_001332815.1	Canada	2005.0	SOURCE_DATABASE_GENBANK	Scaffold	4331	3286276	67.0	964
SAMEA751430	GCA_001332835.1	United Kingdom	1946.0	SOURCE_DATABASE_GENBANK	Scaffold	381	3810426	68.0	15853
SAMEA751431	GCA_001332855.1	United Kingdom	1942.0	SOURCE_DATABASE_GENBANK	Scaffold	1340	3628600	67.5	4868
SAMEA751432	GCA_001332875.1	United Kingdom	1920.0	SOURCE_DATABASE_GENBANK	Scaffold	1340	3643337	67.5	5093
SAMEA751433	GCA_001332895.1	Canada	2002.0	SOURCE_DATABASE_GENBANK	Scaffold	650	3794899	68.0	9751
SAMEA751434	GCA_001332915.1	USA	1978.0	SOURCE_DATABASE_GENBANK	Scaffold	923	3758639	68.0	7202
SAMEA751438	GCA_001332935.1	Taiwan	2000.0	SOURCE_DATABASE_GENBANK	Scaffold	1776	827899	61.5	468
SAMEA751439	GCA_001332955.1	Taiwan	2000.0	SOURCE_DATABASE_GENBANK	Scaffold	2810	1593905	63.5	641
SAMEA751440	GCA_001332975.1	Taiwan	1999.0	SOURCE_DATABASE_GENBANK	Scaffold	2737	1349157	63.0	521
SAMEA751441	GCA_001332995.1	Taiwan	1999.0	SOURCE_DATABASE_GENBANK	Scaffold	1617	708503	60.5	437
SAMEA751442	GCA_001333015.1	Taiwan	2003.0	SOURCE_DATABASE_GENBANK	Scaffold	1976	906188	61.5	462
SAMEA751446	GCA_001333035.1	Taiwan	1997.0	SOURCE_DATABASE_GENBANK	Scaffold	697	3752313	68.0	9443
SAMEA751447	GCA_001333055.1	Japan	1991.0	SOURCE_DATABASE_GENBANK	Scaffold	946	3695710	67.5	6960
SAMEA751449	GCA_001333075.1	Italy	1994.0	SOURCE_DATABASE_GENBANK	Scaffold	793	3752059	68.0	8343
SAMEA751450	GCA_001333095.1	Italy	1994.0	SOURCE_DATABASE_GENBANK	Scaffold	1397	3611114	67.5	4667
SAMEA751454	GCA_001333115.1	Taiwan	2005.0	SOURCE_DATABASE_GENBANK	Scaffold	1148	3657014	67.5	5881
SAMEA751455	GCA_001333135.1	Canada	2001.0	SOURCE_DATABASE_GENBANK	Scaffold	692	3784493	68.0	9583
SAMEA751458	GCA_001333155.1	Taiwan	2003.0	SOURCE_DATABASE_GENBANK	Scaffold	1306	3643581	67.5	5253
SAMEA751459	GCA_001333175.1	Australia	2007.0	SOURCE_DATABASE_GENBANK	Scaffold	887	3747458	67.5	7403
SAMEA751460	GCA_001333195.1	Taiwan	2004.0	SOURCE_DATABASE_GENBANK	Scaffold	1206	3689860	67.5	5607
SAMEA751461	GCA_001333215.1	Canada	2001.0	SOURCE_DATABASE_GENBANK	Scaffold	590	3799964	68.0	11259
SAMEA751462	GCA_001333235.1	United Kingdom	1983.0	SOURCE_DATABASE_GENBANK	Scaffold	858	3737321	67.5	7957
SAMEA751463	GCA_001333255.1	United Kingdom	1998.0	SOURCE_DATABASE_GENBANK	Scaffold	566	3792677	68.0	11778
SAMEA751464	GCA_001333275.1	United Kingdom	2001.0	SOURCE_DATABASE_GENBANK	Scaffold	682	3759057	68.0	10000
SAMEA751465	GCA_001333295.1	United Kingdom	2003.0	SOURCE_DATABASE_GENBANK	Scaffold	1152	3659570	67.5	5903
SAMEA751468	GCA_001333315.1	United Kingdom	1982.0	SOURCE_DATABASE_GENBANK	Scaffold	976	3715264	67.5	7403
SAMEA751469	GCA_001333335.1	United Kingdom	1982.0	SOURCE_DATABASE_GENBANK	Scaffold	319	3834447	68.0	18302
SAMEA751471	GCA_001333355.1	Australia	2006.0	SOURCE_DATABASE_GENBANK	Scaffold	672	3797312	68.0	9735
SAMEA751473	GCA_001333375.1	Australia	1995.0	SOURCE_DATABASE_GENBANK	Scaffold	1053	3719724	67.5	6347
SAMEA751474	GCA_001333395.1	Australia	2002.0	SOURCE_DATABASE_GENBANK	Scaffold	550	3809463	68.0	11521
SAMEA751478	GCA_001333415.1	United Kingdom	1967.0	SOURCE_DATABASE_GENBANK	Scaffold	1294	3644429	67.5	5345
SAMEA751479	GCA_001333435.1	Australia	1989.0	SOURCE_DATABASE_GENBANK	Scaffold	990	3747450	67.5	6435
SAMEA751480	GCA_001333455.1	Australia	2007.0	SOURCE_DATABASE_GENBANK	Scaffold	1297	3668219	67.5	5148
SAMEA751481	GCA_001333475.1	United Kingdom	1979.0	SOURCE_DATABASE_GENBANK	Scaffold	1584	3535004	67.5	3931
SAMEA751482	GCA_001333495.1	Argentina	1969.0	SOURCE_DATABASE_GENBANK	Scaffold	830	3781018	68.0	8005
SAMEA751484	GCA_001333515.1	Netherlands	1954.0	SOURCE_DATABASE_GENBANK	Scaffold	989	3729026	67.5	6814
SAMEA751486	GCA_001333535.1	Japan	2004.0	SOURCE_DATABASE_GENBANK	Scaffold	784	3745851	67.5	8154
SAMEA751488	GCA_001333555.1	Japan	2003.0	SOURCE_DATABASE_GENBANK	Scaffold	887	3751666	67.5	7548
SAMEA751490	GCA_001333575.1	Japan	2001.0	SOURCE_DATABASE_GENBANK	Scaffold	1228	3640484	67.5	5417
SAMEA751492	GCA_001333595.1	Japan	1999.0	SOURCE_DATABASE_GENBANK	Scaffold	977	3700709	67.5	6844
SAMEA751493	GCA_001333615.1	Japan	1995.0	SOURCE_DATABASE_GENBANK	Scaffold	577	3782368	68.0	11701
SAMEA751496	GCA_001333635.1	Italy	1994.0	SOURCE_DATABASE_GENBANK	Scaffold	688	3766761	68.0	9428
SAMEA751498	GCA_001333655.1	Italy	1994.0	SOURCE_DATABASE_GENBANK	Scaffold	924	3742400	67.5	7240
SAMEA751499	GCA_001333675.1	Australia	1982.0	SOURCE_DATABASE_GENBANK	Scaffold	1930	3506744	67.5	2985
SAMEA751500	GCA_001333695.1	Australia	1996.0	SOURCE_DATABASE_GENBANK	Scaffold	702	3790168	68.0	9373
SAMEA751501	GCA_001333715.1	Australia	1989.0	SOURCE_DATABASE_GENBANK	Scaffold	1409	3669606	67.5	4840
SAMEA751504	GCA_001333735.1	Taiwan	2003.0	SOURCE_DATABASE_GENBANK	Scaffold	1823	875827	61.5	485
SAMEA751505	GCA_001333755.1	Netherlands	1952.0	SOURCE_DATABASE_GENBANK	Scaffold	1366	3709345	67.5	5059
SAMEA751510	GCA_001333775.1	Australia	1997.0	SOURCE_DATABASE_GENBANK	Scaffold	678	3780476	68.0	10124
SAMEA751512	GCA_001333795.1	Australia	1977.0	SOURCE_DATABASE_GENBANK	Scaffold	342	3829345	68.0	18972
SAMEA751513	GCA_001333815.1	Australia	1974.0	SOURCE_DATABASE_GENBANK	Scaffold	546	3813177	68.0	12195
SAMEA751515	GCA_001333835.1	Australia	1997.0	SOURCE_DATABASE_GENBANK	Scaffold	698	3778516	68.0	9289
SAMEA751516	GCA_001333855.1	Argentina		SOURCE_DATABASE_GENBANK	Scaffold	1192	3726237	67.5	5688
SAMEA751517	GCA_001333875.1	Argentina	2003.0	SOURCE_DATABASE_GENBANK	Scaffold	899	3762576	68.0	7417
SAMEA751518	GCA_001333895.1	Argentina	2006.0	SOURCE_DATABASE_GENBANK	Scaffold	1210	3702124	67.5	5687
SAMEA751520	GCA_001333915.1	Australia	1989.0	SOURCE_DATABASE_GENBANK	Scaffold	806	3777130	68.0	8010
SAMEA751521	GCA_001333935.1	Australia	1990.0	SOURCE_DATABASE_GENBANK	Scaffold	1001	3744173	67.5	6434
SAMN03366100	GCA_001509895.1	France	2007.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4079396	67.5	4079396
SAMN03249376	GCA_001509915.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4082551	67.5	4082551
SAMN03996251	GCA_001525555.2	USA	1952.0	SOURCE_DATABASE_GENBANK	Contig	4	4136096	67.5	3304537
SAMN03996260	GCA_001558395.2	USA	1999.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4100859	67.5	4100859
SAMD00046894	GCA_001598615.1	missing		SOURCE_DATABASE_GENBANK	Contig	366	3779280	68.0	15308
SAMN03216671	GCA_001601775.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Contig	4	4132735	67.5	1236736
SAMN03251820	GCA_001601785.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Contig	3	4109457	67.5	3092269
SAMN03249361	GCA_001605035.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107437	67.5	4107437
SAMN03249363	GCA_001605055.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107534	67.5	4107534
SAMN03249364	GCA_001605075.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105330	67.5	4105330
SAMN03249365	GCA_001605095.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104286	67.5	4104286
SAMN03249368	GCA_001605115.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106490	67.5	4106490
SAMN03249362	GCA_001605135.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111050	67.5	4111050
SAMN03249372	GCA_001605155.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107408	67.5	4107408
SAMN03249366	GCA_001605175.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106364	67.5	4106364
SAMN03249367	GCA_001605195.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103349	67.5	4103349
SAMN03249369	GCA_001605215.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4073006	67.5	4073006
SAMN03249370	GCA_001605235.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106394	67.5	4106394
SAMN03249371	GCA_001605255.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107431	67.5	4107431
SAMN03249373	GCA_001605275.1	China	1951.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4133777	67.5	4133777
SAMN03249374	GCA_001605295.1	Japan	1954.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102978	67.5	4102978
SAMN03249377	GCA_001605345.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109554	67.5	4109554
SAMN03167927	GCA_001605365.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106823	67.5	4106823
SAMN03249378	GCA_001605385.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106401	67.5	4106401
SAMN03249379	GCA_001605405.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111656	67.5	4111656
SAMN03249380	GCA_001605425.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111652	67.5	4111652
SAMN03216666	GCA_001605445.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105331	67.5	4105331
SAMN03216667	GCA_001605465.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106388	67.5	4106388
SAMN03216668	GCA_001605485.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107437	67.5	4107437
SAMN03216669	GCA_001605505.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4096713	67.5	4096713
SAMN03216670	GCA_001605525.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106502	67.5	4106502
SAMN03216672	GCA_001605545.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105350	67.5	4105350
SAMN03216673	GCA_001605565.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104288	67.5	4104288
SAMN03216674	GCA_001605585.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107716	67.5	4107716
SAMN03216675	GCA_001605605.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106666	67.5	4106666
SAMN03216676	GCA_001605625.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105348	67.5	4105348
SAMN03216677	GCA_001605645.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101762	67.5	4101762
SAMN03216678	GCA_001605665.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103417	67.5	4103417
SAMN03216679	GCA_001605685.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107557	67.5	4107557
SAMN03216665	GCA_001605705.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Chromosome	1	4105100	67.5	4105000
SAMN03249375	GCA_001628735.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111065	67.5	4111065
SAMN04867636	GCA_001686365.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4127222	67.5	4127222
SAMN04867637	GCA_001686405.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4115166	67.5	4115166
SAMN04867635	GCA_001686425.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110002	67.5	4110002
SAMN04867634	GCA_001686445.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113555	67.5	4113555
SAMN04867631	GCA_001686465.1	USA	2005.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4123407	67.5	4123407
SAMN04867638	GCA_001686485.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4128711	67.5	4128711
SAMN04867627	GCA_001686505.1	USA	2001.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4113052	67.5	4113052
SAMN04867629	GCA_001686525.1	USA	2001.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4120993	67.5	4120993
SAMN04867630	GCA_001686545.1	USA	2001.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4147141	67.5	4147141
SAMN04867632	GCA_001686565.1	USA	2005.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4115775	67.5	4115775
SAMN04867633	GCA_001686585.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4116920	67.5	4116920
SAMN04867628	GCA_001686605.1	USA	2001.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4121725	67.5	4121725
SAMN04994865	GCA_001686625.1	USA	1977.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4124767	67.5	4124767
SAMN03877216	GCA_001687385.1	USA	1939.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4134643	67.5	4134643
SAMN05333716	GCA_001687405.1	USA	1946.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4128979	67.5	4128979
SAMN05770313	GCA_001831395.1	missing		SOURCE_DATABASE_GENBANK	Complete Genome	1	4128984	67.5	4128984
SAMN05770314	GCA_001831415.1	missing		SOURCE_DATABASE_GENBANK	Complete Genome	1	4140370	67.5	4140370
SAMN05770315	GCA_001831435.1	missing		SOURCE_DATABASE_GENBANK	Complete Genome	1	4257407	68.0	4257407
SAMN05770316	GCA_001831455.1	missing		SOURCE_DATABASE_GENBANK	Complete Genome	1	4386396	68.0	4386396
SAMN03455331	GCA_001984925.1	USA	2000.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105364	67.5	4105364
SAMN03455332	GCA_001984945.1	USA	2001.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4100254	67.5	4100254
SAMN03455333	GCA_001984965.1	USA	2000.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101097	67.5	4101097
SAMN03455334	GCA_001984985.1	USA	2002.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106400	67.5	4106400
SAMN03455335	GCA_001985005.1	USA	2003.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104313	67.5	4104313
SAMN03455336	GCA_001985025.1	USA	2004.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102209	67.5	4102209
SAMN03455337	GCA_001985045.1	USA	2005.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101625	67.5	4101625
SAMN03455338	GCA_001985065.1	USA	2005.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103251	67.5	4103251
SAMN03455339	GCA_001985085.1	USA	2005.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4116415	67.5	4116415
SAMN03455340	GCA_001985105.1	USA	2005.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102201	67.5	4102201
SAMN03455341	GCA_001985125.1	USA	2005.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105889	67.5	4105889
SAMN03455342	GCA_001985145.1	USA	2008.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107481	67.5	4107481
SAMN03455343	GCA_001985165.1	USA	2003.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103215	67.5	4103215
SAMN03455344	GCA_001985185.1	USA	2008.0	SOURCE_DATABASE_GENBANK	Chromosome	2	4106424	67.5	3663211
SAMN03455345	GCA_001985205.1	USA	2008.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108495	67.5	4108495
SAMN03455346	GCA_001985225.1	USA	2007.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106406	67.5	4106406
SAMN03455347	GCA_001985245.1	USA	2009.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102661	67.5	4102661
SAMN03455348	GCA_001985265.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109506	67.5	4109506
SAMN03455349	GCA_001985285.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103696	67.5	4103696
SAMN03455350	GCA_001985305.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4109528	67.5	4109528
SAMN03455351	GCA_001985325.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107439	67.5	4107439
SAMN03455352	GCA_001985345.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4107280	67.5	4107280
SAMN03455353	GCA_001985365.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108484	67.5	4108484
SAMN03455354	GCA_001985385.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111081	67.5	4111081
SAMN03455355	GCA_001985405.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4101757	67.5	4101757
SAMN03455356	GCA_001985425.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103252	67.5	4103252
SAMN03455357	GCA_001985445.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106396	67.5	4106396
SAMN03455358	GCA_001985465.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102311	67.5	4102311
SAMN03455359	GCA_001985485.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103534	67.5	4103534
SAMN03455360	GCA_001985505.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106384	67.5	4106384
SAMN03455361	GCA_001985525.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106501	67.5	4106501
SAMN03455362	GCA_001985545.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4111652	67.5	4111652
SAMN03455363	GCA_001985565.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4104580	67.5	4104580
SAMN03455364	GCA_001985585.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105954	67.5	4105954
SAMN03455365	GCA_001985605.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108494	67.5	4108494
SAMN03455366	GCA_001985625.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108484	67.5	4108484
SAMN03455367	GCA_001985645.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106407	67.5	4106407
SAMN03455368	GCA_001985665.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4110589	67.5	4110589
SAMN03455369	GCA_001985685.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106397	67.5	4106397
SAMN03455370	GCA_001985705.1	USA	2010.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4106386	67.5	4106386
SAMN03455371	GCA_001985725.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4112738	67.5	4112738
SAMN03455372	GCA_001985745.1	USA	2013.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4103225	67.5	4103225
SAMN03854490	GCA_001985765.1	USA	2009.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105309	67.5	4105309
SAMN03854491	GCA_001985785.1	USA	2011.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4105340	67.5	4105340
SAMN03854492	GCA_001985805.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4102205	67.5	4102205
SAMN03854493	GCA_001985825.1	USA	2012.0	SOURCE_DATABASE_GENBANK	Complete Genome	1	4108752	67.5	4108752
