analysis_id	tree_tip_label	sample_id_canonical	assembly_accession	prn_state	prn_mechanism_call	prn_event_id	country_iso3	year	selection_roles	nearest_to_disrupted_tip_count	nearest_neighbor_min_rank	nearest_neighbor_min_distance	source_disrupted_tip_examples	is_public_longread_or_hybrid	read_accessions
full_manifest_proxy_k3_neighborhood	SAMN03366100	SAMN03366100	GCA_001509895.1	intact	intact	prn_evt_intact	FRA	2007	nearest_intact_neighbor	2	1	0.02006348	SAMN04383577;SAMN05950788	True	SRR3205797
full_manifest_proxy_k3_neighborhood	SAMN03455331	SAMN03455331	GCA_001984925.1	intact	intact	prn_evt_intact	USA	2000	nearest_intact_neighbor	17	1	0.01884272	SAMN03464279;SAMN03854500;SAMN04383600;SAMN04388406;SAMN08136986;SAMN08136991;SAMN08395646;SAMN08469401;SAMN10161199;SAMN10161201	True	SRR5070779;SRR5070788;SRR5825970;SRR5825973
full_manifest_proxy_k3_neighborhood	SAMN03455333	SAMN03455333	GCA_001984965.1	intact	intact	prn_evt_intact	USA	2000	nearest_intact_neighbor	1	1	0.01913946	SAMN08136990	True	SRR5070720;SRR5070941;SRR5828160;SRR5828170
full_manifest_proxy_k3_neighborhood	SAMN03455334	SAMN03455334	GCA_001984985.1	intact	intact	prn_evt_intact	USA	2002	nearest_intact_neighbor	8	1	0.02241924	SAMN03249380;SAMN03455362;SAMN03455367;SAMN05948796;SAMN07352199;SAMN08524465;SAMN10176216;SAMN10176972	True	SRR5070842;SRR5070847
full_manifest_proxy_k3_neighborhood	SAMN03455335	SAMN03455335	GCA_001985005.1	intact	intact	prn_evt_intact	USA	2003	nearest_intact_neighbor	3	1	0.01729726	SAMN18620758;SAMN18620768;SAMN18620807	True	SRR5828163;SRR5828171;SRR9006133
full_manifest_proxy_k3_neighborhood	SAMN03455336	SAMN03455336	GCA_001985025.1	intact	intact	prn_evt_intact	USA	2004	nearest_intact_neighbor	1	2	0.01747766	SAMN03854490	True	SRR5070807;SRR5070893;SRR5826164;SRR5826169
full_manifest_proxy_k3_neighborhood	SAMN03455337	SAMN03455337	GCA_001985045.1	intact	intact	prn_evt_intact	USA	2005	nearest_intact_neighbor	1	3	0.01868144	SAMN03854490	True	SRR5070756;SRR5070796;SRR5826157;SRR5826161
full_manifest_proxy_k3_neighborhood	SAMN03455339	SAMN03455339	GCA_001985085.1	intact	intact	prn_evt_intact	USA	2005	nearest_intact_neighbor	2	1	0.02106018	SAMN12385782;SAMN12585531	True	SRR5070765;SRR5070887;SRR5826167;SRR5826168
full_manifest_proxy_k3_neighborhood	SAMN03455342	SAMN03455342	GCA_001985145.1	intact	intact	prn_evt_intact	USA	2008	nearest_intact_neighbor	3	1	0.01909042	SAMN10182685;SAMN10182730;SAMN12108524	True	SRR5070773;SRR5070804;SRR5826155;SRR5826162
full_manifest_proxy_k3_neighborhood	SAMN03455345	SAMN03455345	GCA_001985205.1	intact	intact	prn_evt_intact	USA	2008	nearest_intact_neighbor	11	1	0.01712892	SAMN03216668;SAMN03702653;SAMN03702689;SAMN04383579;SAMN04383587;SAMN04383594;SAMN04383596;SAMN08395640;SAMN08395642;SAMN08395645	True	SRR5070660;SRR5070764;SRR5829562;SRR5829569
full_manifest_proxy_k3_neighborhood	SAMN03455346	SAMN03455346	GCA_001985225.1	intact	intact	prn_evt_intact	USA	2007	nearest_intact_neighbor	1	1	0.01918096	SAMN11539649	True	SRR5070735;SRR5070918;SRR5829566;SRR5829568
full_manifest_proxy_k3_neighborhood	SAMN03455348	SAMN03455348	GCA_001985265.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	3	2	0.02210220	SAMN10182681;SAMN10182701;SAMN18620761	True	SRR5070864;SRR5071003;SRR5829682;SRR5829686
full_manifest_proxy_k3_neighborhood	SAMN03455350	SAMN03455350	GCA_001985305.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2010	disrupted_target					True	SRR5070762;SRR5071059;SRR5829676;SRR5829687
full_manifest_proxy_k3_neighborhood	SAMN03455351	SAMN03455351	GCA_001985325.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	2	3	0.02178142	SAMN03702663;SAMN42391122	True	SRR5070981;SRR5071010;SRR5833680;SRR5833681
full_manifest_proxy_k3_neighborhood	SAMN03455352	SAMN03455352	GCA_001985345.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	2	1	0.01829036	SAMN03702680;SAMN03877223	True	SRR5070724;SRR5070942;SRR5833672;SRR5833679
full_manifest_proxy_k3_neighborhood	SAMN03455353	SAMN03455353	GCA_001985365.1	intact	intact	prn_evt_intact	USA	2011	nearest_intact_neighbor	5	1	0.01150654	SAMN03216666;SAMN04221199;SAMN04383599;SAMN10176220;SAMN11822270	True	SRR5070812;SRR5071046;SRR5833684;SRR5833686
full_manifest_proxy_k3_neighborhood	SAMN03455355	SAMN03455355	GCA_001985405.1	intact	intact	prn_evt_intact	USA	2011	nearest_intact_neighbor	8	2	0.02241924	SAMN03249380;SAMN03455362;SAMN03455367;SAMN05948796;SAMN07352199;SAMN08524465;SAMN10176216;SAMN10176972	True	SRR5070961;SRR5071073;SRR5833673;SRR5833685
full_manifest_proxy_k3_neighborhood	SAMN03455356	SAMN03455356	GCA_001985425.1	intact	intact	prn_evt_intact	USA	2011	nearest_intact_neighbor	6	2	0.02035392	SAMN03464280;SAMN03464282;SAMN03702688;SAMN04383589;SAMN07352192;SAMN07352198	True	SRR5070753;SRR5071026;SRR5829355;SRR5829361
full_manifest_proxy_k3_neighborhood	SAMN03455359	SAMN03455359	GCA_001985485.1	intact	intact	prn_evt_intact	USA	2011	nearest_intact_neighbor	1	3	0.02426480	SAMN12108519	True	SRR5070757;SRR5071065;SRR5829400;SRR5829401
full_manifest_proxy_k3_neighborhood	SAMN03455360	SAMN03455360	GCA_001985505.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2011	disrupted_target					True	SRR5070758;SRR5070853;SRR5070964;SRR5070975;SRR5829403;SRR5829412
full_manifest_proxy_k3_neighborhood	SAMN03455361	SAMN03455361	GCA_001985525.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2011	disrupted_target					True	SRR5070682;SRR5070687;SRR5829402;SRR5829406;SRR5829408
full_manifest_proxy_k3_neighborhood	SAMN03455362	SAMN03455362	GCA_001985545.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2012	disrupted_target					True	SRR5070672;SRR5071050;SRR5838388;SRR5838399
full_manifest_proxy_k3_neighborhood	SAMN03455363	SAMN03455363	GCA_001985565.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	54	1	0.01556442	SAMN03216669;SAMN03216673;SAMN03249379;SAMN03455350;SAMN03455360;SAMN03566783;SAMN03702639;SAMN03702641;SAMN03702666;SAMN03702685	True	SRR5071016;SRR5071037;SRR5838389;SRR5838394
full_manifest_proxy_k3_neighborhood	SAMN03455364	SAMN03455364	GCA_001985585.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2012	disrupted_target					True	SRR5070686;SRR5070726;SRR5070827;SRR5071039;SRR5839127;SRR5839129
full_manifest_proxy_k3_neighborhood	SAMN03455365	SAMN03455365	GCA_001985605.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	SRR5070737;SRR5070819;SRR5070940;SRR5070943;SRR5856168;SRR5856176;SRR5856179
full_manifest_proxy_k3_neighborhood	SAMN03455366	SAMN03455366	GCA_001985625.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2013	disrupted_target					True	SRR5070699;SRR5070970;SRR5856173;SRR5856175
full_manifest_proxy_k3_neighborhood	SAMN03455367	SAMN03455367	GCA_001985645.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2013	disrupted_target					True	SRR5070803;SRR5070921;SRR5070954;SRR5070992;SRR5851806;SRR5851811;SRR5851815
full_manifest_proxy_k3_neighborhood	SAMN03455369	SAMN03455369	GCA_001985685.1	intact	intact	prn_evt_intact	USA	2013	nearest_intact_neighbor	2	2	0.02190545	SAMN03702670;SAMN10176200	True	SRR12168842;SRR5234777;SRR5851466;SRR5851488
full_manifest_proxy_k3_neighborhood	SAMN03455370	SAMN03455370	GCA_001985705.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	5	1	0.02128452	SAMN03702670;SAMN03702684;SAMN05950791;SAMN10176200;SAMN10182674	True	SRR5070696;SRR5070984;SRR5851458;SRR5851471;SRR5851483
full_manifest_proxy_k3_neighborhood	SAMN03455371	SAMN03455371	GCA_001985725.1	intact	intact	prn_evt_intact	USA	2013	nearest_intact_neighbor	7	2	0.02034058	SAMN03702637;SAMN03702638;SAMN03702682;SAMN04221195;SAMN04383601;SAMN08214409;SAMN12523715	True	SRR5070781;SRR5070993;SRR5851479;SRR5851480
full_manifest_proxy_k3_neighborhood	SAMN03464274	SAMN03464274	GCA_001986215.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2011	disrupted_target					True	SRR5070829;SRR5070962;SRR5829717;SRR5829730
full_manifest_proxy_k3_neighborhood	SAMN03464275	SAMN03464275	GCA_001986235.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	SRR5070763;SRR5071009;SRR5853109;SRR5853119
full_manifest_proxy_k3_neighborhood	SAMN03464277	SAMN03464277	GCA_001986275.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	4	1	0.01751686	SAMN12385804;SAMN12585527;SAMN18620746;SAMN18620748	True	SRR5070769;SRR5070789;SRR5071011;SRR5071033;SRR5853104;SRR5853111
full_manifest_proxy_k3_neighborhood	SAMN03464278	SAMN03464278	GCA_001986295.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	SRR5070747;SRR5070802;SRR5852289;SRR5852290
full_manifest_proxy_k3_neighborhood	SAMN03464279	SAMN03464279	GCA_001986315.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2013	disrupted_target					True	SRR5070691;SRR5070933;SRR5851459;SRR5851474
full_manifest_proxy_k3_neighborhood	SAMN03464280	SAMN03464280	GCA_001986335.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2013	disrupted_target					True	SRR12168841;SRR5070670;SRR5071048
full_manifest_proxy_k3_neighborhood	SAMN03464281	SAMN03464281	GCA_001986355.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2013	disrupted_target					True	SRR5070681;SRR5070836;SRR5070958;SRR5071061;SRR5902555;SRR5902570
full_manifest_proxy_k3_neighborhood	SAMN03464282	SAMN03464282	GCA_002892665.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2014	disrupted_target					True	SRR5829751
full_manifest_proxy_k3_neighborhood	SAMN03491902	SAMN03491902	GCA_001307565.1	intact	intact	prn_evt_intact	FRA	2008	nearest_intact_neighbor	8	1	0.00000000	SAMN18200430;SAMN48396311;SAMN48396312;SAMN48396314;SAMN48396315;SAMN48396316;SAMN48396318;SAMN48396320	True	
full_manifest_proxy_k3_neighborhood	SAMN03491903	SAMN03491903	GCA_001307525.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	FRA	2009	disrupted_target					True	
full_manifest_proxy_k3_neighborhood	SAMN03566780	SAMN03566780	GCA_001307585.1	intact	intact	prn_evt_intact	NLD	1999	nearest_intact_neighbor	103	2	0.00589016	SAMN02436300;SAMN03216669;SAMN03216671;SAMN03216673;SAMN03249379;SAMN03455350;SAMN03455360;SAMN03566783;SAMN03566785;SAMN03702618	True	
full_manifest_proxy_k3_neighborhood	SAMN03566782	SAMN03566782	GCA_001307625.1	intact	intact	prn_evt_intact	NLD	2010	nearest_intact_neighbor	12	1	0.00000000	SAMN02436300;SAMN03566785;SAMN03702618;SAMN04383581;SAMN04383588;SAMN10161226;SAMN11539669;SAMN12385783;SAMN12523711;SAMN18620753	True	
full_manifest_proxy_k3_neighborhood	SAMN03566783	SAMN03566783	GCA_001307645.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	SWE	2009	disrupted_target					True	
full_manifest_proxy_k3_neighborhood	SAMN03566784	SAMN03566784	GCA_001307665.1	intact	intact	prn_evt_intact	SWE	2009	nearest_intact_neighbor	4	1	0.01956044	SAMN03702620;SAMN03702650;SAMN03854498;SAMN18620754	True	
full_manifest_proxy_k3_neighborhood	SAMN03566785	SAMN03566785	GCA_001307685.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	NLD	2010	disrupted_target					True	
full_manifest_proxy_k3_neighborhood	SAMN03566787	SAMN03566787	GCA_001307725.1	intact	intact	prn_evt_intact	NLD	2012	nearest_intact_neighbor	1	2	0.02327706	SAMN12108519	True	
full_manifest_proxy_k3_neighborhood	SAMN03566788	SAMN03566788	GCA_001307745.1	intact	intact	prn_evt_intact	NLD	2012	nearest_intact_neighbor	1	2	0.02043377	SAMN07352227	True	
full_manifest_proxy_k3_neighborhood	SAMN03702610	SAMN03702610	GCA_001986415.1	intact	intact	prn_evt_intact	USA	2000	nearest_intact_neighbor	2	1	0.01867318	SAMN03702663;SAMN42391122	True	SRR5070932;SRR5070999;SRR5825972;SRR5825974;SRR5825975
full_manifest_proxy_k3_neighborhood	SAMN03702611	SAMN03702611	GCA_001986435.1	intact	intact	prn_evt_intact	USA	2000	nearest_intact_neighbor	2	1	0.02207092	SAMN05751700;SAMN10182691	True	SRR5070979;SRR5071038;SRR5828161;SRR5828162
full_manifest_proxy_k3_neighborhood	SAMN03702612	SAMN03702612	GCA_001986455.1	intact	intact	prn_evt_intact	USA	2001	nearest_intact_neighbor	2	2	0.01867318	SAMN03702663;SAMN42391122	True	SRR5070725;SRR5070774;SRR5828169;SRR5828172
full_manifest_proxy_k3_neighborhood	SAMN03702614	SAMN03702614	GCA_001986495.1	intact	intact	prn_evt_intact	USA	2003	nearest_intact_neighbor	5	2	0.01784778	SAMN03249376;SAMN03702623;SAMN03702632;SAMN03702667;SAMN03702690	True	SRR5070914;SRR5071024;SRR5828166;SRR5828173
full_manifest_proxy_k3_neighborhood	SAMN03702616	SAMN03702616	GCA_001986535.1	intact	intact	prn_evt_intact	USA	2010	nearest_intact_neighbor	1	1	0.01745746	SAMN11539664	True	SRR5070732;SRR5829559;SRR5829570
full_manifest_proxy_k3_neighborhood	SAMN03702617	SAMN03702617	GCA_001986555.1	intact	intact	prn_evt_intact	USA	2006	nearest_intact_neighbor	3	1	0.01909340	SAMN04383575;SAMN08524459;SAMN18620745	True	SRR5071015;SRR5829675;SRR5829678
full_manifest_proxy_k3_neighborhood	SAMN03702618	SAMN03702618	GCA_001986575.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2011	disrupted_target					True	SRR5071028;SRR5833676;SRR5833678
full_manifest_proxy_k3_neighborhood	SAMN03702619	SAMN03702619	GCA_001986595.1	intact	intact	prn_evt_intact	USA	2011	nearest_intact_neighbor	1	1	0.01843908	SAMN10298215	True	SRR5070986;SRR5833674;SRR5833683
full_manifest_proxy_k3_neighborhood	SAMN03702620	SAMN03702620	GCA_001986615.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2011	disrupted_target					True	SRR5070676;SRR5829349;SRR5829350
full_manifest_proxy_k3_neighborhood	SAMN03702621	SAMN03702621	GCA_001986635.1	intact	intact	prn_evt_intact	USA	2011	nearest_intact_neighbor	78	1	0.02122522	SAMN03216665;SAMN03249363;SAMN03249380;SAMN03251820;SAMN03455362;SAMN03455364;SAMN03491903;SAMN03702625;SAMN03702686;SAMN03877220	True	SRR5070760;SRR5829347;SRR5829357
full_manifest_proxy_k3_neighborhood	SAMN03702622	SAMN03702622	GCA_001986655.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2011	disrupted_target					True	SRR5070776;SRR5829353;SRR5829356
full_manifest_proxy_k3_neighborhood	SAMN03702623	SAMN03702623	GCA_001986675.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2011	disrupted_target					True	SRR5070785;SRR5829359;SRR5829360
full_manifest_proxy_k3_neighborhood	SAMN03702624	SAMN03702624	GCA_001986695.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2011	disrupted_target					True	SRR5070848;SRR5829354;SRR5829362
full_manifest_proxy_k3_neighborhood	SAMN03702625	SAMN03702625	GCA_001986715.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov58	USA	2011	disrupted_target					True	SRR5070799;SRR5829348;SRR5829351
full_manifest_proxy_k3_neighborhood	SAMN03702627	SAMN03702627	GCA_001986755.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2011	disrupted_target					True	SRR5070869;SRR5829397;SRR5829411
full_manifest_proxy_k3_neighborhood	SAMN03702630	SAMN03702630	GCA_001986815.1	intact	intact	prn_evt_intact	USA	2011	nearest_intact_neighbor	5	1	0.02001019	SAMN04383591;SAMN04383595;SAMN04867635;SAMN07352224;SAMN08395635	True	SRR5070688;SRR5070974;SRR5829715
full_manifest_proxy_k3_neighborhood	SAMN03702631	SAMN03702631	GCA_001986835.1	disrupted	coding_disrupted_inversion_or_rearrangement	prn_evt_rearrangement__within_contig__cov91	USA	2011	disrupted_target					True	SRR5070695;SRR5071031;SRR5829716;SRR5829722
full_manifest_proxy_k3_neighborhood	SAMN03702632	SAMN03702632	GCA_001986855.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2011	disrupted_target					True	SRR5070664;SRR5070794;SRR5829729
full_manifest_proxy_k3_neighborhood	SAMN03702633	SAMN03702633	GCA_001986875.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	6	1	0.01572588	SAMN03702653;SAMN03702689;SAMN04383579;SAMN04383587;SAMN08395645;SAMN10176210	True	SRR5070947;SRR5070973;SRR5829721;SRR5829726
full_manifest_proxy_k3_neighborhood	SAMN03702635	SAMN03702635	GCA_001986915.1	intact	intact	prn_evt_intact	USA	2011	nearest_intact_neighbor	9	1	0.01794452	SAMN03702627;SAMN03702661;SAMN03702671;SAMN03702672;SAMN03702683;SAMN04221193;SAMN04388409;SAMN08136985;SAMN08469393	True	SRR5070673;SRR5070881;SRR5853115;SRR5853118
full_manifest_proxy_k3_neighborhood	SAMN03702636	SAMN03702636	GCA_001986935.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	3	2	0.02148168	SAMN07352193;SAMN11539735;SAMN12912230	True	SRR5070849;SRR5070963;SRR5853105;SRR5853114
full_manifest_proxy_k3_neighborhood	SAMN03702637	SAMN03702637	GCA_001986955.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	SRR5070718;SRR5070874;SRR5853106;SRR5853117
full_manifest_proxy_k3_neighborhood	SAMN03702638	SAMN03702638	GCA_001986975.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	SRR5070698;SRR5071047;SRR5853108;SRR5853110
full_manifest_proxy_k3_neighborhood	SAMN03702639	SAMN03702639	GCA_001986995.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	SRR5070851;SRR5070926;SRR5852293
full_manifest_proxy_k3_neighborhood	SAMN03702640	SAMN03702640	GCA_001987015.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	3	3	0.02210220	SAMN10182681;SAMN10182701;SAMN18620761	True	SRR5070945;SRR5070997;SRR5852280;SRR5852283
full_manifest_proxy_k3_neighborhood	SAMN03702641	SAMN03702641	GCA_001987035.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	SRR5070832;SRR5071055;SRR5852278;SRR5852292
full_manifest_proxy_k3_neighborhood	SAMN03702642	SAMN03702642	GCA_001987055.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	1	1	0.01929620	SAMN12585523	True	SRR5070739;SRR5070899;SRR5852281;SRR5852287
full_manifest_proxy_k3_neighborhood	SAMN03702643	SAMN03702643	GCA_001987075.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	9	2	0.02121928	SAMN03464275;SAMN03464280;SAMN03464282;SAMN03702679;SAMN03702681;SAMN03702688;SAMN03854497;SAMN07352192;SAMN07352196	True	SRR5070950;SRR5071044;SRR5852282;SRR5852291
full_manifest_proxy_k3_neighborhood	SAMN03702644	SAMN03702644	GCA_001987095.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	9	2	0.01794452	SAMN03702627;SAMN03702661;SAMN03702671;SAMN03702672;SAMN03702683;SAMN04221193;SAMN04388409;SAMN08136985;SAMN08469393	True	SRR5070702;SRR5070775;SRR5852279;SRR5852288
full_manifest_proxy_k3_neighborhood	SAMN03702645	SAMN03702645	GCA_001987115.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	1	1	0.01911536	SAMN05751698	True	SRR5070996;SRR5071023;SRR5838390;SRR5838392
full_manifest_proxy_k3_neighborhood	SAMN03702648	SAMN03702648	GCA_001987175.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	11	2	0.02077921	SAMN03464278;SAMN08164944;SAMN10176202;SAMN10176204;SAMN10176224;SAMN10176982;SAMN10182682;SAMN10182683;SAMN11822428;SAMN12585524	True	SRR5070766;SRR5071072;SRR5839522;SRR5839528
full_manifest_proxy_k3_neighborhood	SAMN03702649	SAMN03702649	GCA_001987195.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	4	1	0.02024574	SAMN03455365;SAMN03702657;SAMN03854499;SAMN04383602	True	SRR5070734;SRR5071021;SRR5839525;SRR5839531
full_manifest_proxy_k3_neighborhood	SAMN03702650	SAMN03702650	GCA_001987215.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	SRR5071020;SRR5071029;SRR5839534
full_manifest_proxy_k3_neighborhood	SAMN03702651	SAMN03702651	GCA_001987235.1	intact	intact	prn_evt_intact	USA	2012	nearest_intact_neighbor	1	3	0.01797635	SAMN03702690	True	SRR5070719;SRR5070823;SRR5839524;SRR5839529
full_manifest_proxy_k3_neighborhood	SAMN03702653	SAMN03702653	GCA_001987275.1	disrupted	coding_disrupted_is481	prn_evt_coding_disrupted_is481__is481__gap1043	USA	2012	disrupted_target					True	SRR5070714;SRR5070951;SRR5839520;SRR5839527
