sample_id_canonical	assembly_accession	country	year	year_band	source_database	assembly_level	n_contigs	contig_n50	total_sequence_length	prn_mechanism_call	prn_state	read_linkage	include_in_snippy_ctg	in_core_full_alignment	excluded_pre_gubbins_missingness	missing_fraction_pre_gubbins	in_primary_asr_tree	final_contract_status	final_contract_reason
SAMN41373920	GCA_039678925.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	264	20919	3830236	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373921	GCA_039678885.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	268	20913	3847545	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373922	GCA_039678845.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20811	3846172	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373923	GCA_039678865.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20647	3829325	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373924	GCA_039678805.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	270	20811	3847674	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373925	GCA_039678895.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	275	20403	3847916	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373927	GCA_039678765.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	273	20403	3846460	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373928	GCA_039678785.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	271	20811	3849363	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373929	GCA_039678705.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	268	20810	3846925	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373930	GCA_039678745.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	271	20811	3846522	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373931	GCA_039678725.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20811	3846730	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373932	GCA_039678685.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	271	20811	3847255	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373933	GCA_039678665.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	268	20811	3847147	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373934	GCA_039678645.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	269	20647	3848723	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373935	GCA_039678625.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	268	20831	3849548	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373936	GCA_039678605.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20831	3847978	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373937	GCA_039678585.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	271	20811	3847786	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373938	GCA_039678545.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	268	20831	3849894	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373939	GCA_039678525.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20831	3849714	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373940	GCA_039678485.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	269	20647	3845623	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373941	GCA_039678505.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	271	20716	3849065	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373942	GCA_039678445.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20811	3846754	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373943	GCA_039678465.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	270	20403	3847098	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373944	GCA_039678405.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	268	20831	3847605	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373945	GCA_039678425.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20913	3849044	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373946	GCA_039678365.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20913	3846954	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373947	GCA_039678385.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20831	3846664	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373948	GCA_039678305.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	263	21928	3847810	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373949	GCA_039678325.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	259	22486	3828901	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373950	GCA_039678345.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20913	3846278	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373951	GCA_039678285.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20913	3846296	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373952	GCA_039678265.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	265	20831	3847564	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373953	GCA_039678245.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	261	21441	3829453	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373954	GCA_039678565.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	262	21928	3848664	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373955	GCA_039678185.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	269	20831	3846083	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373956	GCA_039678195.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20647	3846782	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373957	GCA_039678145.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	262	21132	3846326	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373958	GCA_039678225.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	264	20837	3829474	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373959	GCA_039678105.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20831	3846721	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373960	GCA_039678085.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20843	3848808	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373961	GCA_039698275.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20913	3846946	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373962	GCA_039678065.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	265	20843	3847426	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373963	GCA_039678005.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20914	3848085	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373964	GCA_039678015.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20831	3846338	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373965	GCA_039677995.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	265	20913	3848064	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373966	GCA_039677985.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	262	21132	3848172	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373967	GCA_039677965.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20913	3846105	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373968	GCA_039677925.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	264	20913	3847631	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373969	GCA_039677865.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20913	3846885	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373970	GCA_039677895.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20913	3847548	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373971	GCA_039677885.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20913	3848109	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373972	GCA_039677875.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20913	3847786	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373973	GCA_039677845.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20913	3846068	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373974	GCA_039677825.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20913	3849122	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN41373975	GCA_039677805.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20831	3847794	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151958	GCA_053474405.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	265	20913	3827506	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151959	GCA_053474385.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	269	20647	3839390	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151960	GCA_053474365.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20914	3827351	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151961	GCA_053474325.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	262	22339	3826774	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151962	GCA_053474345.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	265	21132	3827197	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151963	GCA_053474305.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	263	21132	3827268	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151964	GCA_053474285.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	264	21132	3827350	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151965	GCA_053474265.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	264	22341	3828118	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151966	GCA_053474245.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	267	20914	3827211	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151967	GCA_053474205.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	270	20914	3826218	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151968	GCA_053474225.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	271	20811	3845745	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151969	GCA_053474185.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20914	3827021	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151970	GCA_053474145.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	270	20647	3826719	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151971	GCA_053474165.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	272	20404	3843751	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151972	GCA_053474125.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	266	20811	3844691	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151973	GCA_053474105.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	261	22485	3827980	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151974	GCA_053474085.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	268	20913	3845305	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151975	GCA_053474065.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	264	21132	3846430	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151976	GCA_053474045.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	268	20811	3845189	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151977	GCA_053474025.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	262	21132	3828616	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151978	GCA_053474005.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	271	20811	3844494	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151979	GCA_053473985.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	269	20832	3845334	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151980	GCA_053473965.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	265	21132	3845834	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151981	GCA_053473945.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	264	21132	3846745	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151982	GCA_053473925.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	270	20811	3845239	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
SAMN50151983	GCA_053473905.1	China	2019	2019-2025	SOURCE_DATABASE_GENBANK	Contig	263	21132	3846996	insufficient_data	insufficient_or_uncertain	not_linked	TRUE	TRUE	FALSE	NA	FALSE	core_alignment_only	present_in_core_alignment_but_absent_from_tip_state_export
